1.000000000000000021e-02 1.000000000000000000e+10 7.939048545844373805e-03 4.405210238533148748e-01 2.761502377417980858e-13
1.000000000000000021e-02 1.232846739442067909e+10 7.985784193843490850e-03 4.299591460286474875e-01 3.797273012615549879e-13
1.000000000000000021e-02 1.519911082952932930e+10 7.924839775320116630e-03 4.182008904479302958e-01 5.220276802565053170e-13
1.000000000000000021e-02 1.873817422860387039e+10 7.972574557245631216e-03 4.081930309221104003e-01 7.248404337085666899e-13
1.000000000000000021e-02 2.310129700083158112e+10 7.912600139317722825e-03 3.970595281506248964e-01 9.979091383387321038e-13
1.000000000000000021e-02 2.848035868435805130e+10 7.962017406733596508e-03 3.875696447519103027e-01 1.373153494727470058e-12
1.000000000000000021e-02 3.511191734215128326e+10 7.902739011403918379e-03 3.770344728244398036e-01 1.896564090305245809e-12
1.000000000000000021e-02 4.328761281083061218e+10 7.952032089122106767e-03 3.680988521034141980e-01 2.601437924901083945e-12
1.000000000000000021e-02 5.336699231206301880e+10 7.891738604500878745e-03 3.581710421303800906e-01 3.573523481528072933e-12
1.000000000000000021e-02 6.579332246575682068e+10 7.941640957296533521e-03 3.497074236790703727e-01 4.947455824283909196e-12
1.000000000000000021e-02 8.111308307896888733e+10 7.882576969730900260e-03 3.402946299524517992e-01 6.859030885990060364e-12
1.000000000000000021e-02 1.000000000000000000e+11 7.933994877989807362e-03 3.322937935033496992e-01 9.483891558855587205e-12
1.000000000000000021e-02 1.232846739442062988e+11 7.984584267692895060e-03 3.245205455897716140e-01 1.300234868952837073e-11
1.000000000000000021e-02 1.519911082952933044e+11 7.927634905741413537e-03 3.159091021246763775e-01 1.796528135993491933e-11
1.000000000000000021e-02 1.873817422860386963e+11 7.977685544897819558e-03 3.085872871148853114e-01 2.468512137321258843e-11
1.000000000000000021e-02 2.310129700083157959e+11 7.919371732010070317e-03 3.004461714759579793e-01 3.377113493782651958e-11
1.000000000000000021e-02 2.848035868435805054e+11 7.969779628392077708e-03 2.935225679551072830e-01 4.687146555389619180e-11
1.000000000000000021e-02 3.511191734215128174e+11 7.912513330918717266e-03 2.858298102501282134e-01 6.519045455845898378e-11
1.000000000000000021e-02 4.328761281083062134e+11 7.962826459460937284e-03 2.792734886793358240e-01 9.110054505677113608e-11
1.000000000000000021e-02 5.336699231206301880e+11 8.009812997163037740e-03 2.729018079719485179e-01 1.276989040034780066e-10
1.000000000000000021e-02 6.579332246575682373e+11 7.891167460780576168e-03 2.654536551620241824e-01 1.778214688051446055e-10
1.000000000000000021e-02 8.111308307896888428e+11 7.955076481923523818e-03 2.594814032986331731e-01 2.471582323363295851e-10
1.000000000000000021e-02 1.000000000000000000e+12 8.058961703953183842e-03 2.543945189099717785e-01 3.400605484124953189e-10
1.000000000000000021e-02 1.232846739442062988e+12 8.019391260691351164e-03 2.483903255430041090e-01 4.690109884047664535e-10
1.000000000000000021e-02 1.519911082952933105e+12 8.004422798922536386e-03 2.427800766009078903e-01 6.426256455290047700e-10
1.000000000000000021e-02 1.873817422860386963e+12 8.061340926344988736e-03 2.377570648970840916e-01 8.800939290362360891e-10
1.000000000000000021e-02 2.310129700083158203e+12 8.012395382655947140e-03 2.321503095969444930e-01 1.194646411272213024e-09
1.000000000000000021e-02 2.848035868435805176e+12 8.007512426295847197e-03 2.270234539111846972e-01 1.614647920394243008e-09
1.000000000000000021e-02 3.511191734215126953e+12 8.107510654278022449e-03 2.226864742587414958e-01 2.189815633357370974e-09
1.000000000000000021e-02 4.328761281083062012e+12 8.012548253331256559e-03 2.171967013920796108e-01 2.993691576835579038e-09
1.000000000000000021e-02 5.336699231206301758e+12 8.033370244728072623e-03 2.125115958705071084e-01 4.100843722705128864e-09
1.000000000000000021e-02 6.579332246575682617e+12 7.953553809563919733e-03 2.072528926179044995e-01 5.607880228075718022e-09
1.000000000000000021e-02 8.111308307896888672e+12 7.989867741400910606e-03 2.027654519472104067e-01 7.620628469654910574e-09
1.000000000000000021e-02 1.000000000000000000e+13 7.923669793264925473e-03 1.978416443479658893e-01 1.038977899476331948e-08
1.000000000000000021e-02 1.232846739442063086e+13 7.862874266797593298e-03 1.931619556138872984e-01 1.429465627511150973e-08
1.000000000000000021e-02 1.519911082952933008e+13 7.809165466164742081e-03 1.887134919015875933e-01 1.964222356854549099e-08
1.000000000000000021e-02 1.873817422860387109e+13 7.764377847420698107e-03 1.844634323852510915e-01 2.684400003592216969e-08
1.000000000000000021e-02 2.310129700083157812e+13 7.729170967254703033e-03 1.803665523719958919e-01 3.644781308568601158e-08
1.000000000000000021e-02 2.848035868435805078e+13 7.703731096612587842e-03 1.764246980526494035e-01 4.988937389393741064e-08
1.000000000000000021e-02 3.511191734215126953e+13 7.573625808634391714e-03 1.722445868540931069e-01 6.837844627430812113e-08
1.000000000000000021e-02 4.328761281083061719e+13 7.575539522054039812e-03 1.687464810776551083e-01 9.329579619081888579e-08
1.000000000000000021e-02 5.336699231206302344e+13 7.478165596123339219e-03 1.649092844995883045e-01 1.272289498968861112e-07
1.000000000000000021e-02 6.579332246575682031e+13 7.399223174007297198e-03 1.610538790738992865e-01 1.786323809637840873e-07
1.000000000000000021e-02 8.111308307896889062e+13 7.339698076653042823e-03 1.572220736066365920e-01 2.426610640414414828e-07
1.000000000000000021e-02 1.000000000000000000e+14 7.180981300439020359e-03 1.530837009157426098e-01 3.354689613550666976e-07
1.000000000000000021e-02 1.232846739442062969e+14 7.044206776930827738e-03 1.490551634860773911e-01 4.584927435686185865e-07
1.000000000000000021e-02 1.519911082952933125e+14 6.932685375391936348e-03 1.450919496809597864e-01 6.371315534307555451e-07
1.000000000000000021e-02 1.873817422860386875e+14 6.723617812840710847e-03 1.407618183228643016e-01 8.826309379368963871e-07
1.000000000000000021e-02 2.310129700083158125e+14 6.676549244153370637e-03 1.368455773874300008e-01 1.243953046887423928e-06
1.000000000000000021e-02 2.848035868435805000e+14 6.535223885015089586e-03 1.326043444850678044e-01 1.729422059202236093e-06
1.000000000000000021e-02 3.511191734215141875e+14 6.157332594736534062e-03 1.272982067185622901e-01 2.417627266885533942e-06
1.000000000000000021e-02 4.328761281083061875e+14 5.880756097655729861e-03 1.226095968144328974e-01 3.288974106471276917e-06
1.000000000000000021e-02 5.336699231206301875e+14 5.475764812142185252e-03 1.173482978114436942e-01 4.474106440625148997e-06
1.000000000000000021e-02 6.579332246575682500e+14 5.126024927827041618e-03 1.118395364395353003e-01 6.249228999780297846e-06
1.000000000000000021e-02 8.111308307896888750e+14 4.759039439248670053e-03 1.062843222155182010e-01 8.769161052372918537e-06
1.000000000000000021e-02 1.000000000000000000e+15 4.750615641510761746e-03 1.016070659457891934e-01 1.278724967398865032e-05
1.000000000000000021e-02 1.232846739442064000e+15 4.670775088365468862e-03 9.680033247410226027e-02 1.896249207885110165e-05
1.000000000000000021e-02 1.519911082952933000e+15 4.635917005491186314e-03 9.222669631744935537e-02 2.835400400811119854e-05
1.000000000000000021e-02 1.873817422860387000e+15 4.600955535804009990e-03 8.780644541357325583e-02 4.260069061120288743e-05
1.000000000000000021e-02 2.310129700083158000e+15 4.571430852980628429e-03 8.357022011599790634e-02 6.438158718414210802e-05
1.000000000000000021e-02 2.848035868435805000e+15 4.552448706573879872e-03 7.953479403606786291e-02 9.715433502761332990e-05
1.000000000000000021e-02 3.511191734215142000e+15 4.538812376689217720e-03 7.568881238541115553e-02 1.472396083077304044e-04
1.000000000000000021e-02 4.328761281083062000e+15 4.527770219189112579e-03 7.202424255458145241e-02 2.233711689019801975e-04
1.000000000000000021e-02 5.336699231206302000e+15 4.518463854944245080e-03 6.853548635385983689e-02 3.391518844974238090e-04
